departamentodededesc,municipiosededesc,claseprestador,ese,n
Boyacá,GUATEQUE,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,GUATEQUE,Profesional Independiente,NO,16
Boyacá,GUAYATÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,GÜICÁN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,IZA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,JENESANO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,JENESANO,Profesional Independiente,NO,10
Boyacá,JERICÓ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,LABRANZAGRANDE,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,LA CAPILLA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,LA UVITA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,LA UVITA,Profesional Independiente,NO,3
Boyacá,LA VICTORIA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,MACANAL,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,MACANAL,Profesional Independiente,NO,2
Boyacá,MARIPÍ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Boyacá,MIRAFLORES,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Boyacá,MIRAFLORES,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,MIRAFLORES,Profesional Independiente,NO,13
Boyacá,MONGUA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,MONGUÍ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,MONIQUIRÁ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,5
Boyacá,MONIQUIRÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Boyacá,MONIQUIRÁ,Profesional Independiente,NO,19
Boyacá,MOTAVITA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,MUZO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,MUZO,Profesional Independiente,NO,2
Boyacá,NOBSA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Boyacá,NOBSA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,3
Boyacá,NOBSA,Profesional Independiente,NO,2
Boyacá,NUEVO COLÓN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,NUEVO COLÓN,Profesional Independiente,NO,1
Boyacá,OICATÁ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Boyacá,OICATÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,OTANCHE,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,OTANCHE,Profesional Independiente,NO,1
Boyacá,PACHAVITA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,PÁEZ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,PAIPA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,8
Boyacá,PAIPA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Boyacá,PAIPA,Profesional Independiente,NO,48
Boyacá,PAJARITO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,PANQUEBA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,PAUNA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,PAUNA,Profesional Independiente,NO,2
Boyacá,PAYA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Boyacá,PAZ DE RÍO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,PAZ DE RÍO,Profesional Independiente,NO,1
Boyacá,PESCA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,PISBA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,PUERTO BOYACÁ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,7
Boyacá,PUERTO BOYACÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Boyacá,PUERTO BOYACÁ,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,2
Boyacá,PUERTO BOYACÁ,Profesional Independiente,NO,26
Boyacá,QUÍPAMA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Boyacá,RAMIRIQUÍ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Boyacá,RAMIRIQUÍ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,RAMIRIQUÍ,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Boyacá,RAMIRIQUÍ,Profesional Independiente,NO,9
Boyacá,RÁQUIRA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,RÁQUIRA,Profesional Independiente,NO,4
Boyacá,RONDÓN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,SABOYÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,SÁCHICA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,SÁCHICA,Profesional Independiente,NO,3
Boyacá,SAMACÁ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,4
Boyacá,SAMACÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Boyacá,SAMACÁ,Profesional Independiente,NO,16
Boyacá,SAN EDUARDO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,SAN JOSÉ DE PARE,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,SAN JOSÉ DE PARE,Profesional Independiente,NO,1
Boyacá,SAN LUIS DE GACENO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,SAN LUIS DE GACENO,Profesional Independiente,NO,3
Boyacá,SAN LUIS DE GACENO,Transporte Especial de Pacientes,NO,1
Boyacá,SAN MATEO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,SAN MIGUEL DE SEMA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,SAN MIGUEL DE SEMA,Profesional Independiente,NO,2
Boyacá,SAN PABLO DE BORBUR,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,SANTA MARÍA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,SANTA MARÍA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Boyacá,SANTA MARÍA,Profesional Independiente,NO,1
Boyacá,SANTA MARÍA,Transporte Especial de Pacientes,NO,1
Boyacá,SANTANA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,SANTANA,Profesional Independiente,NO,2
Boyacá,SANTA ROSA DE VITERBO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,SANTA ROSA DE VITERBO,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Boyacá,SANTA ROSA DE VITERBO,Profesional Independiente,NO,9
Boyacá,SANTA SOFÍA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,SATIVANORTE,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,SATIVANORTE,Profesional Independiente,NO,1
Boyacá,SATIVASUR,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,SIACHOQUE,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,SIACHOQUE,Profesional Independiente,NO,3
Boyacá,SOATÁ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Boyacá,SOATÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,SOATÁ,Profesional Independiente,NO,14
Boyacá,SOCHA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,SOCHA,Profesional Independiente,NO,5
Boyacá,SOCOTÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,SOCOTÁ,Profesional Independiente,NO,1
Boyacá,SOGAMOSO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,67
Boyacá,SOGAMOSO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,4
Boyacá,SOGAMOSO,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,10
Boyacá,SOGAMOSO,Profesional Independiente,NO,226
Boyacá,SOGAMOSO,Transporte Especial de Pacientes,NO,2
Boyacá,SOMONDOCO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,SORA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,SORACÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,SOTAQUIRÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Boyacá,SUSACÓN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,SUTAMARCHÁN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,SUTAMARCHÁN,Profesional Independiente,NO,4
Boyacá,SUTATENZA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,TASCO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,TASCO,Profesional Independiente,NO,1
Boyacá,TENZA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,TENZA,Profesional Independiente,NO,1
Boyacá,TIBANÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,TIBANÁ,Profesional Independiente,NO,3
Boyacá,TIBASOSA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,TIBASOSA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Boyacá,TIBASOSA,Profesional Independiente,NO,1
Boyacá,TINJACÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,TINJACÁ,Profesional Independiente,NO,1
Boyacá,TIPACOQUE,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,TIPACOQUE,Profesional Independiente,NO,1
Boyacá,TOCA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,TOCA,Profesional Independiente,NO,2
Boyacá,TOGÜÍ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,TOGÜÍ,Profesional Independiente,NO,1
Boyacá,TÓPAGA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,TOTA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,TUNJA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,179
Boyacá,TUNJA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,14
Boyacá,TUNJA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,24
Boyacá,TUNJA,Profesional Independiente,NO,488
Boyacá,TUNJA,Transporte Especial de Pacientes,NO,1
Boyacá,TUNUNGUÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,TURMEQUÉ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,TURMEQUÉ,Profesional Independiente,NO,3
Boyacá,TUTA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,TUTA,Profesional Independiente,NO,3
Boyacá,TUTAZÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Boyacá,UMBITA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Boyacá,VENTAQUEMADA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Boyacá,VENTAQUEMADA,Profesional Independiente,NO,7
Boyacá,VILLA DE LEYVA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Boyacá,VILLA DE LEYVA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,VILLA DE LEYVA,Profesional Independiente,NO,38
Boyacá,VIRACACHÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,ZETAQUIRA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,ZETAQUIRA,Profesional Independiente,NO,1
Caldas,AGUADAS,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Caldas,AGUADAS,Profesional Independiente,NO,44
Caldas,ANSERMA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,5
Caldas,ANSERMA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Caldas,ANSERMA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Caldas,ANSERMA,Profesional Independiente,NO,36
Caldas,ARANZAZU,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Caldas,ARANZAZU,Profesional Independiente,NO,7
Caldas,BELALCÁZAR,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Caldas,BELALCÁZAR,Profesional Independiente,NO,7
Caldas,CHINCHINÁ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,9
Caldas,CHINCHINÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Caldas,CHINCHINÁ,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Caldas,CHINCHINÁ,Profesional Independiente,NO,39
Caldas,CHINCHINÁ,Transporte Especial de Pacientes,NO,1
Caldas,FILADELFIA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Caldas,FILADELFIA,Profesional Independiente,NO,9
Caldas,LA DORADA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,34
Caldas,LA DORADA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,8
Caldas,LA DORADA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Caldas,LA DORADA,Profesional Independiente,NO,78
Caldas,LA DORADA,Transporte Especial de Pacientes,NO,5
Caldas,LA MERCED,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Caldas,LA MERCED,Profesional Independiente,NO,2
Caldas,MANIZALES,Instituciones Prestadoras de Servicios de Salud - IPS,NO,202
Caldas,MANIZALES,Instituciones Prestadoras de Servicios de Salud - IPS,SI,19
Caldas,MANIZALES,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,21
Caldas,MANIZALES,Profesional Independiente,NO,922
Caldas,MANIZALES,Transporte Especial de Pacientes,NO,4
Caldas,MANZANARES,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Caldas,MANZANARES,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Caldas,MANZANARES,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Caldas,MANZANARES,Profesional Independiente,NO,30
Caldas,MARMATO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Caldas,MARMATO,Profesional Independiente,NO,4
Caldas,MARQUETALIA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Caldas,MARQUETALIA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Caldas,MARQUETALIA,Profesional Independiente,NO,11
Caldas,MARULANDA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Caldas,NEIRA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Caldas,NEIRA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Caldas,NEIRA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Caldas,NEIRA,Profesional Independiente,NO,19
Caldas,NORCASIA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Caldas,NORCASIA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Caldas,NORCASIA,Profesional Independiente,NO,1
Caldas,PÁCORA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Caldas,PÁCORA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Caldas,PÁCORA,Profesional Independiente,NO,14
Caldas,PALESTINA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Caldas,PALESTINA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Caldas,PALESTINA,Profesional Independiente,NO,2
Caldas,PENSILVANIA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,5
Caldas,PENSILVANIA,Profesional Independiente,NO,13
Caldas,RIOSUCIO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,4
Caldas,RIOSUCIO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Caldas,RIOSUCIO,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,2
Caldas,RIOSUCIO,Profesional Independiente,NO,43
Caldas,RIOSUCIO,Transporte Especial de Pacientes,NO,1
Caldas,RISARALDA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Caldas,RISARALDA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Caldas,RISARALDA,Profesional Independiente,NO,6
Caldas,SALAMINA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Caldas,SALAMINA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Caldas,SALAMINA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Caldas,SALAMINA,Profesional Independiente,NO,11
Caldas,SAMANÁ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Caldas,SAMANÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Caldas,SAMANÁ,Profesional Independiente,NO,10
Caldas,SAN JOSÉ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Caldas,SUPÍA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Caldas,SUPÍA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Caldas,SUPÍA,Profesional Independiente,NO,26
Caldas,VICTORIA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Caldas,VICTORIA,Profesional Independiente,NO,7
Caldas,VILLAMARÍA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,5
Caldas,VILLAMARÍA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Caldas,VILLAMARÍA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,2
Caldas,VILLAMARÍA,Profesional Independiente,NO,32
Caldas,VILLAMARÍA,Transporte Especial de Pacientes,NO,2
Caldas,VITERBO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Caldas,VITERBO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Caldas,VITERBO,Profesional Independiente,NO,16
Caquetá,ALBANIA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Caquetá,ALBANIA,Profesional Independiente,NO,1
Caquetá,BELÉN DE LOS ANDAQUIES,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Caquetá,BELÉN DE LOS ANDAQUIES,Profesional Independiente,NO,1
Caquetá,CARTAGENA DEL CHAIRÁ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Caquetá,CARTAGENA DEL CHAIRÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Caquetá,CARTAGENA DEL CHAIRÁ,Profesional Independiente,NO,10
Caquetá,CURILLO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Caquetá,CURILLO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Caquetá,EL DONCELLO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Caquetá,EL DONCELLO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Caquetá,EL DONCELLO,Profesional Independiente,NO,9
Caquetá,EL PAUJIL,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Caquetá,EL PAUJIL,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Caquetá,EL PAUJIL,Profesional Independiente,NO,4
Caquetá,FLORENCIA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,69
Caquetá,FLORENCIA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Caquetá,FLORENCIA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,7
Caquetá,FLORENCIA,Profesional Independiente,NO,137
Caquetá,FLORENCIA,Transporte Especial de Pacientes,NO,5
Caquetá,LA MONTAÑITA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Caquetá,MILÁN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Caquetá,MORELIA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Caquetá,PUERTO RICO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,4
Caquetá,PUERTO RICO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Caquetá,PUERTO RICO,Profesional Independiente,NO,4
Caquetá,SAN JOSÉ DEL FRAGUA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Caquetá,SAN JOSÉ DEL FRAGUA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Caquetá,SAN JOSÉ DEL FRAGUA,Profesional Independiente,NO,1
Caquetá,SAN VICENTE DEL CAGUÁN,Instituciones Prestadoras de Servicios de Salud - IPS,NO,6
Caquetá,SAN VICENTE DEL CAGUÁN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Caquetá,SAN VICENTE DEL CAGUÁN,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Caquetá,SAN VICENTE DEL CAGUÁN,Profesional Independiente,NO,15
Caquetá,SAN VICENTE DEL CAGUÁN,Transporte Especial de Pacientes,NO,1
Caquetá,SOLANO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Caquetá,SOLANO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Caquetá,SOLITA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Caquetá,SOLITA,Profesional Independiente,NO,1
Caquetá,VALPARAÍSO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Caquetá,VALPARAÍSO,Profesional Independiente,NO,1
Casanare,AGUAZUL,Instituciones Prestadoras de Servicios de Salud - IPS,NO,14
Casanare,AGUAZUL,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Casanare,AGUAZUL,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Casanare,AGUAZUL,Profesional Independiente,NO,25
Casanare,AGUAZUL,Transporte Especial de Pacientes,NO,2
Casanare,CHAMEZA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Casanare,CHAMEZA,Profesional Independiente,NO,1
Casanare,HATO COROZAL,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Casanare,HATO COROZAL,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Casanare,HATO COROZAL,Profesional Independiente,NO,1
Casanare,LA SALINA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Casanare,MANÍ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Casanare,MANÍ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Casanare,MANÍ,Profesional Independiente,NO,6
Casanare,MONTERREY,Instituciones Prestadoras de Servicios de Salud - IPS,NO,6
Casanare,MONTERREY,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Casanare,MONTERREY,Profesional Independiente,NO,7
Casanare,NUNCHÍA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Casanare,NUNCHÍA,Profesional Independiente,NO,1
Casanare,OROCUÉ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Casanare,OROCUÉ,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Casanare,OROCUÉ,Profesional Independiente,NO,1
Casanare,OROCUÉ,Transporte Especial de Pacientes,NO,1
Casanare,PAZ DE ARIPORO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,14
Casanare,PAZ DE ARIPORO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Casanare,PAZ DE ARIPORO,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Casanare,PAZ DE ARIPORO,Profesional Independiente,NO,19
Casanare,PAZ DE ARIPORO,Transporte Especial de Pacientes,NO,2
Casanare,PORE,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Casanare,PORE,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Casanare,PORE,Profesional Independiente,NO,3
Casanare,RECETOR,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Casanare,SABANALARGA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Casanare,SABANALARGA,Profesional Independiente,NO,2
Casanare,SÁCAMA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Casanare,SAN LUIS DE PALENQUE,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Casanare,TÁMARA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Casanare,TÁMARA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Casanare,TÁMARA,Profesional Independiente,NO,1
Casanare,TAURAMENA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,4
Casanare,TAURAMENA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Casanare,TAURAMENA,Profesional Independiente,NO,18
Casanare,TAURAMENA,Transporte Especial de Pacientes,NO,1
Casanare,TRINIDAD,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Casanare,TRINIDAD,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Casanare,TRINIDAD,Profesional Independiente,NO,5
Casanare,VILLANUEVA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,13
Casanare,VILLANUEVA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Casanare,VILLANUEVA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Casanare,VILLANUEVA,Profesional Independiente,NO,24
Casanare,VILLANUEVA,Transporte Especial de Pacientes,NO,2
Casanare,YOPAL,Instituciones Prestadoras de Servicios de Salud - IPS,NO,121
Casanare,YOPAL,Instituciones Prestadoras de Servicios de Salud - IPS,SI,10
Casanare,YOPAL,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,3
Casanare,YOPAL,Profesional Independiente,NO,195
Casanare,YOPAL,Transporte Especial de Pacientes,NO,9
Cauca,ALMAGUER,Instituciones Prestadoras de Servicios de Salud - IPS,SI,4
Cauca,ARGELIA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Cauca,BALBOA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Cauca,BALBOA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cauca,BOLÍVAR,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Cauca,BOLÍVAR,Instituciones Prestadoras de Servicios de Salud - IPS,SI,6
Cauca,BOLÍVAR,Profesional Independiente,NO,4
Cauca,BUENOS AIRES,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Cauca,BUENOS AIRES,Instituciones Prestadoras de Servicios de Salud - IPS,SI,4
Cauca,CAJIBÍO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Cauca,CAJIBÍO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,4
Cauca,CAJIBÍO,Profesional Independiente,NO,2
Cauca,CALDONO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Cauca,CALDONO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Cauca,CALOTO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Cauca,CALOTO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cauca,CALOTO,Profesional Independiente,NO,3
Cauca,CALOTO,Transporte Especial de Pacientes,NO,1
Cauca,CORINTO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Cauca,CORINTO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cauca,CORINTO,Profesional Independiente,NO,11
Cauca,CORINTO,Transporte Especial de Pacientes,NO,1
Cauca,EL TAMBO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,10
Cauca,EL TAMBO,Profesional Independiente,NO,9
Cauca,FLORENCIA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cauca,GUACHENÉ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
