departamentodededesc,municipiosededesc,claseprestador,ese,n
La Guajira,MAICAO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,55
La Guajira,MAICAO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
La Guajira,MAICAO,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,2
La Guajira,MAICAO,Profesional Independiente,NO,17
La Guajira,MAICAO,Transporte Especial de Pacientes,NO,2
La Guajira,MANAURE,Instituciones Prestadoras de Servicios de Salud - IPS,NO,10
La Guajira,MANAURE,Instituciones Prestadoras de Servicios de Salud - IPS,SI,4
La Guajira,MANAURE,Profesional Independiente,NO,2
La Guajira,RIOHACHA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,134
La Guajira,RIOHACHA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,7
La Guajira,RIOHACHA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,6
La Guajira,RIOHACHA,Profesional Independiente,NO,92
La Guajira,RIOHACHA,Transporte Especial de Pacientes,NO,4
La Guajira,SAN JUAN DEL CESAR,Instituciones Prestadoras de Servicios de Salud - IPS,NO,29
La Guajira,SAN JUAN DEL CESAR,Instituciones Prestadoras de Servicios de Salud - IPS,SI,23
La Guajira,SAN JUAN DEL CESAR,Profesional Independiente,NO,20
La Guajira,URIBIA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,26
La Guajira,URIBIA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,10
La Guajira,URIBIA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
La Guajira,URIBIA,Profesional Independiente,NO,5
La Guajira,URIBIA,Transporte Especial de Pacientes,NO,1
La Guajira,URUMITA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
La Guajira,URUMITA,Profesional Independiente,NO,9
La Guajira,VILLANUEVA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,7
La Guajira,VILLANUEVA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
La Guajira,VILLANUEVA,Profesional Independiente,NO,9
Magdalena,ALGARROBO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Magdalena,ALGARROBO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Magdalena,ARACATACA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,9
Magdalena,ARACATACA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,6
Magdalena,ARACATACA,Profesional Independiente,NO,1
Magdalena,ARIGUANÍ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,4
Magdalena,ARIGUANÍ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Magdalena,ARIGUANÍ,Profesional Independiente,NO,5
Magdalena,ARIGUANÍ,Transporte Especial de Pacientes,NO,1
Magdalena,CERRO SAN ANTONIO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,5
Magdalena,CERRO SAN ANTONIO,Profesional Independiente,NO,1
Magdalena,CHIBOLO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Magdalena,CHIBOLO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,4
Magdalena,CHIBOLO,Profesional Independiente,NO,3
Magdalena,CIÉNAGA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,49
Magdalena,CIÉNAGA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,8
Magdalena,CIÉNAGA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,3
Magdalena,CIÉNAGA,Profesional Independiente,NO,23
Magdalena,CIÉNAGA,Transporte Especial de Pacientes,NO,3
Magdalena,CONCORDIA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Magdalena,CONCORDIA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,4
Magdalena,EL BANCO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,23
Magdalena,EL BANCO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,5
Magdalena,EL BANCO,Profesional Independiente,NO,15
Magdalena,EL PIÑON,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Magdalena,EL PIÑON,Instituciones Prestadoras de Servicios de Salud - IPS,SI,4
Magdalena,EL PIÑON,Profesional Independiente,NO,1
Magdalena,EL RETÉN,Instituciones Prestadoras de Servicios de Salud - IPS,NO,5
Magdalena,EL RETÉN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Magdalena,EL RETÉN,Profesional Independiente,NO,1
Magdalena,FUNDACIÓN,Instituciones Prestadoras de Servicios de Salud - IPS,NO,41
Magdalena,FUNDACIÓN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,8
Magdalena,FUNDACIÓN,Profesional Independiente,NO,12
Magdalena,GUAMAL,Instituciones Prestadoras de Servicios de Salud - IPS,NO,6
Magdalena,GUAMAL,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Magdalena,GUAMAL,Profesional Independiente,NO,3
Magdalena,NUEVA GRANADA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Magdalena,NUEVA GRANADA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Magdalena,PEDRAZA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,5
Magdalena,PIJIÑO DEL CARMEN,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Magdalena,PIJIÑO DEL CARMEN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Magdalena,PIVIJAY,Instituciones Prestadoras de Servicios de Salud - IPS,NO,9
Magdalena,PIVIJAY,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Magdalena,PIVIJAY,Profesional Independiente,NO,1
Magdalena,PLATO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,18
Magdalena,PLATO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,15
Magdalena,PLATO,Profesional Independiente,NO,6
Magdalena,PLATO,Transporte Especial de Pacientes,NO,1
Magdalena,PUEBLOVIEJO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Magdalena,PUEBLOVIEJO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,4
Magdalena,PUEBLOVIEJO,Profesional Independiente,NO,1
Magdalena,REMOLINO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,4
Magdalena,SABANAS DE SAN ANGEL,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Magdalena,SABANAS DE SAN ANGEL,Instituciones Prestadoras de Servicios de Salud - IPS,SI,8
Magdalena,SABANAS DE SAN ANGEL,Transporte Especial de Pacientes,NO,1
Magdalena,SALAMINA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,4
Magdalena,SALAMINA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Magdalena,SAN SEBASTIÁN DE BUENAVISTA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,7
Magdalena,SAN SEBASTIÁN DE BUENAVISTA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,4
Magdalena,SAN SEBASTIÁN DE BUENAVISTA,Profesional Independiente,NO,3
Magdalena,SANTA ANA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,8
Magdalena,SANTA ANA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,4
Magdalena,SANTA ANA,Profesional Independiente,NO,5
Magdalena,SANTA BÁRBARA DE PINTO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,6
Magdalena,SANTA BÁRBARA DE PINTO,Profesional Independiente,NO,1
Magdalena,SANTA MARTA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,337
Magdalena,SANTA MARTA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,30
Magdalena,SANTA MARTA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,22
Magdalena,SANTA MARTA,Profesional Independiente,NO,356
Magdalena,SANTA MARTA,Transporte Especial de Pacientes,NO,6
Magdalena,SAN ZENÓN,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Magdalena,SAN ZENÓN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,5
Magdalena,SAN ZENÓN,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Magdalena,SAN ZENÓN,Profesional Independiente,NO,1
Magdalena,SITIONUEVO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Magdalena,SITIONUEVO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,6
Magdalena,SITIONUEVO,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Magdalena,SITIONUEVO,Transporte Especial de Pacientes,NO,1
Magdalena,TENERIFE,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Magdalena,TENERIFE,Instituciones Prestadoras de Servicios de Salud - IPS,SI,4
Magdalena,TENERIFE,Transporte Especial de Pacientes,NO,1
Magdalena,ZAPAYÁN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,5
Magdalena,ZONA BANANERA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,12
Magdalena,ZONA BANANERA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,12
Meta,ACACÍAS,Instituciones Prestadoras de Servicios de Salud - IPS,NO,39
Meta,ACACÍAS,Instituciones Prestadoras de Servicios de Salud - IPS,SI,4
Meta,ACACÍAS,Profesional Independiente,NO,76
Meta,BARRANCA DE UPÍA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Meta,BARRANCA DE UPÍA,Profesional Independiente,NO,3
Meta,BARRANCA DE UPÍA,Transporte Especial de Pacientes,NO,1
Meta,CABUYARO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Meta,CABUYARO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Meta,CASTILLA LA NUEVA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Meta,CASTILLA LA NUEVA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Meta,CASTILLA LA NUEVA,Profesional Independiente,NO,3
Meta,CUBARRAL,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Meta,CUBARRAL,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Meta,CUMARAL,Instituciones Prestadoras de Servicios de Salud - IPS,NO,5
Meta,CUMARAL,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Meta,CUMARAL,Profesional Independiente,NO,5
Meta,EL CALVARIO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Meta,EL CASTILLO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Meta,EL DORADO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Meta,FUENTE DE ORO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Meta,FUENTE DE ORO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Meta,FUENTE DE ORO,Profesional Independiente,NO,2
Meta,GRANADA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,22
Meta,GRANADA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,9
Meta,GRANADA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,3
Meta,GRANADA,Profesional Independiente,NO,39
Meta,GRANADA,Transporte Especial de Pacientes,NO,1
Meta,GUAMAL,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Meta,GUAMAL,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Meta,GUAMAL,Profesional Independiente,NO,4
Meta,LA MACARENA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Meta,LA MACARENA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Meta,LA MACARENA,Profesional Independiente,NO,1
Meta,LEJANÍAS,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Meta,LEJANÍAS,Profesional Independiente,NO,2
Meta,MAPIRIPÁN,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Meta,MAPIRIPÁN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Meta,MESETAS,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Meta,PUERTO CONCORDIA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Meta,PUERTO GAITÁN,Instituciones Prestadoras de Servicios de Salud - IPS,NO,19
Meta,PUERTO GAITÁN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Meta,PUERTO GAITÁN,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Meta,PUERTO GAITÁN,Profesional Independiente,NO,7
Meta,PUERTO GAITÁN,Transporte Especial de Pacientes,NO,1
Meta,PUERTO LLERAS,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Meta,PUERTO LLERAS,Profesional Independiente,NO,2
Meta,PUERTO LÓPEZ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,9
Meta,PUERTO LÓPEZ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Meta,PUERTO LÓPEZ,Profesional Independiente,NO,6
Meta,PUERTO LÓPEZ,Transporte Especial de Pacientes,NO,1
Meta,PUERTO RICO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Meta,RESTREPO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Meta,RESTREPO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Meta,RESTREPO,Profesional Independiente,NO,12
Meta,SAN CARLOS DE GUAROA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Meta,SAN JUAN DE ARAMA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Meta,SAN JUAN DE ARAMA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Meta,SAN JUANITO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Meta,SAN MARTÍN,Instituciones Prestadoras de Servicios de Salud - IPS,NO,7
Meta,SAN MARTÍN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Meta,SAN MARTÍN,Profesional Independiente,NO,15
Meta,URIBE,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Meta,VILLAVICENCIO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,293
Meta,VILLAVICENCIO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,20
Meta,VILLAVICENCIO,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,18
Meta,VILLAVICENCIO,Profesional Independiente,NO,451
Meta,VILLAVICENCIO,Transporte Especial de Pacientes,NO,9
Meta,VISTAHERMOSA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Meta,VISTAHERMOSA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Meta,VISTAHERMOSA,Profesional Independiente,NO,1
Nariño,ALBÁN,Instituciones Prestadoras de Servicios de Salud - IPS,NO,5
Nariño,ALBÁN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,4
Nariño,ALBÁN,Profesional Independiente,NO,9
Nariño,ALDANA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Nariño,ALDANA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Nariño,ALDANA,Profesional Independiente,NO,1
Nariño,ANCUYÁ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Nariño,ANCUYÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Nariño,ANCUYÁ,Profesional Independiente,NO,1
Nariño,ARBOLEDA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Nariño,ARBOLEDA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,4
Nariño,ARBOLEDA,Profesional Independiente,NO,1
Nariño,BARBACOAS,Instituciones Prestadoras de Servicios de Salud - IPS,NO,4
Nariño,BARBACOAS,Instituciones Prestadoras de Servicios de Salud - IPS,SI,13
Nariño,BARBACOAS,Profesional Independiente,NO,13
Nariño,BELÉN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Nariño,BELÉN,Profesional Independiente,NO,2
Nariño,BUESACO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,5
Nariño,BUESACO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,8
Nariño,BUESACO,Profesional Independiente,NO,11
Nariño,CHACHAGÜÍ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,5
Nariño,CHACHAGÜÍ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,6
Nariño,CHACHAGÜÍ,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Nariño,CHACHAGÜÍ,Profesional Independiente,NO,8
Nariño,COLÓN,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Nariño,COLÓN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,4
Nariño,COLÓN,Profesional Independiente,NO,2
Nariño,CONSACA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Nariño,CONSACA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Nariño,CONSACA,Profesional Independiente,NO,5
Nariño,CONTADERO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Nariño,CONTADERO,Profesional Independiente,NO,9
Nariño,CÓRDOBA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,4
Nariño,CÓRDOBA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,5
Nariño,CÓRDOBA,Profesional Independiente,NO,7
Nariño,CUASPUD,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Nariño,CUASPUD,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Nariño,CUASPUD,Profesional Independiente,NO,2
Nariño,CUMBAL,Instituciones Prestadoras de Servicios de Salud - IPS,NO,8
Nariño,CUMBAL,Instituciones Prestadoras de Servicios de Salud - IPS,SI,11
Nariño,CUMBAL,Profesional Independiente,NO,26
Nariño,CUMBITARA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,8
Nariño,EL CHARCO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,4
Nariño,EL CHARCO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,9
Nariño,EL CHARCO,Profesional Independiente,NO,7
Nariño,EL PEÑOL,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Nariño,EL PEÑOL,Profesional Independiente,NO,2
Nariño,EL ROSARIO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Nariño,EL ROSARIO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,5
Nariño,EL TABLÓN DE GÓMEZ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,5
Nariño,EL TABLÓN DE GÓMEZ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Nariño,EL TABLÓN DE GÓMEZ,Profesional Independiente,NO,12
Nariño,EL TAMBO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,4
Nariño,EL TAMBO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Nariño,EL TAMBO,Profesional Independiente,NO,5
Nariño,FRANCISCO PIZARRO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Nariño,FRANCISCO PIZARRO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,5
Nariño,FRANCISCO PIZARRO,Profesional Independiente,NO,1
Nariño,FUNES,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Nariño,FUNES,Profesional Independiente,NO,5
Nariño,GUACHUCAL,Instituciones Prestadoras de Servicios de Salud - IPS,NO,5
Nariño,GUACHUCAL,Instituciones Prestadoras de Servicios de Salud - IPS,SI,4
Nariño,GUACHUCAL,Profesional Independiente,NO,13
Nariño,GUAITARILLA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,4
Nariño,GUAITARILLA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Nariño,GUAITARILLA,Profesional Independiente,NO,9
Nariño,GUALMATÁN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Nariño,GUALMATÁN,Profesional Independiente,NO,10
Nariño,ILES,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Nariño,ILES,Profesional Independiente,NO,9
Nariño,IMUÉS,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Nariño,IMUÉS,Instituciones Prestadoras de Servicios de Salud - IPS,SI,4
Nariño,IMUÉS,Profesional Independiente,NO,3
Nariño,IPIALES,Instituciones Prestadoras de Servicios de Salud - IPS,NO,62
Nariño,IPIALES,Instituciones Prestadoras de Servicios de Salud - IPS,SI,17
Nariño,IPIALES,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,5
Nariño,IPIALES,Profesional Independiente,NO,250
Nariño,LA CRUZ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,7
Nariño,LA CRUZ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,7
Nariño,LA CRUZ,Profesional Independiente,NO,16
Nariño,LA FLORIDA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Nariño,LA FLORIDA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,7
Nariño,LA FLORIDA,Profesional Independiente,NO,7
Nariño,LA LLANADA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Nariño,LA LLANADA,Profesional Independiente,NO,4
Nariño,LA TOLA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Nariño,LA TOLA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,5
Nariño,LA TOLA,Profesional Independiente,NO,1
Nariño,LA UNIÓN,Instituciones Prestadoras de Servicios de Salud - IPS,NO,18
Nariño,LA UNIÓN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Nariño,LA UNIÓN,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Nariño,LA UNIÓN,Profesional Independiente,NO,39
Nariño,LEIVA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Nariño,LEIVA,Profesional Independiente,NO,3
Nariño,LINARES,Instituciones Prestadoras de Servicios de Salud - IPS,NO,4
Nariño,LINARES,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Nariño,LINARES,Profesional Independiente,NO,6
Nariño,LOS ANDES,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Nariño,LOS ANDES,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Nariño,LOS ANDES,Profesional Independiente,NO,6
Nariño,MAGÜI,Instituciones Prestadoras de Servicios de Salud - IPS,SI,12
Nariño,MAGÜI,Profesional Independiente,NO,1
Nariño,MALLAMA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Nariño,MALLAMA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,9
Nariño,MALLAMA,Profesional Independiente,NO,1
Nariño,MOSQUERA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Nariño,MOSQUERA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Nariño,MOSQUERA,Profesional Independiente,NO,1
Nariño,NARIÑO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
