cod_mpio,capitulo,atenciones,pct
15218,X,5,0.0613
15218,Y,13,0.1593
15218,Z,1724,21.13
15223,A,758,2.2959
15223,B,1680,5.0886
15223,C,191,0.5785
15223,D,677,2.0506
15223,E,1355,4.1042
15223,F,435,1.3176
15223,G,766,2.3202
15223,H,1590,4.816
15223,I,614,1.8598
15223,J,2896,8.7718
15223,K,2321,7.0301
15223,L,1015,3.0744
15223,M,1633,4.9462
15223,N,2586,7.8328
15223,O,1162,3.5196
15223,P,128,0.3877
15223,Q,93,0.2817
15223,R,3200,9.6926
15223,S,1439,4.3586
15223,T,358,1.0844
15223,U,69,0.209
15223,V,8,0.0242
15223,W,17,0.0515
15223,X,29,0.0878
15223,Y,9,0.0273
15223,Z,7986,24.189
15224,A,188,0.9555
15224,B,126,0.6404
15224,C,160,0.8132
15224,D,135,0.6861
15224,E,849,4.3151
15224,F,274,1.3926
15224,G,375,1.906
15224,H,569,2.892
15224,I,4263,21.6671
15224,J,1297,6.5921
15224,K,1923,9.7738
15224,L,241,1.2249
15224,M,546,2.7751
15224,N,504,2.5616
15224,O,484,2.46
15224,P,17,0.0864
15224,Q,165,0.8386
15224,R,1471,7.4765
15224,S,601,3.0546
15224,T,138,0.7014
15224,U,414,2.1042
15224,V,10,0.0508
15224,W,23,0.1169
15224,X,5,0.0254
15224,Y,136,0.6912
15224,Z,4761,24.1982
15226,A,66,1.1066
15226,B,48,0.8048
15226,C,26,0.4359
15226,D,22,0.3689
15226,E,210,3.5211
15226,F,125,2.0959
15226,G,57,0.9557
15226,H,269,4.5104
15226,I,603,10.1107
15226,J,350,5.8685
15226,K,1841,30.8685
15226,L,69,1.1569
15226,M,217,3.6385
15226,N,139,2.3307
15226,O,27,0.4527
15226,Q,12,0.2012
15226,R,271,4.5439
15226,S,195,3.2696
15226,T,43,0.721
15226,U,24,0.4024
15226,W,11,0.1844
15226,Y,57,0.9557
15226,Z,1282,21.4956
15232,A,59,0.5795
15232,B,33,0.3241
15232,C,137,1.3455
15232,D,44,0.4321
15232,E,125,1.2277
15232,F,118,1.1589
15232,G,260,2.5535
15232,H,183,1.7973
15232,I,170,1.6696
15232,J,173,1.6991
15232,K,4414,43.351
15232,L,71,0.6973
15232,M,187,1.8366
15232,N,302,2.966
15232,O,99,0.9723
15232,P,9,0.0884
15232,Q,32,0.3143
15232,R,373,3.6633
15232,S,136,1.3357
15232,T,40,0.3929
15232,V,2,0.0196
15232,W,2,0.0196
15232,X,4,0.0393
15232,Y,273,2.6812
15232,Z,2936,28.8352
15236,A,31,0.5121
15236,B,20,0.3304
15236,C,44,0.7268
15236,D,20,0.3304
15236,E,196,3.2375
15236,F,29,0.479
15236,G,72,1.1893
15236,H,78,1.2884
15236,I,3596,59.3987
15236,J,105,1.7344
15236,K,186,3.0723
15236,L,34,0.5616
15236,M,147,2.4281
15236,N,355,5.8639
15236,O,29,0.479
15236,Q,18,0.2973
15236,R,206,3.4027
15236,S,106,1.7509
15236,T,19,0.3138
15236,U,51,0.8424
15236,W,14,0.2313
15236,X,5,0.0826
15236,Y,86,1.4205
15236,Z,607,10.0264
15238,A,34255,1.3396
15238,B,39181,1.5323
15238,C,29814,1.1659
15238,D,27335,1.069
15238,E,165621,6.4769
15238,F,65802,2.5733
15238,G,60609,2.3702
15238,H,127831,4.9991
15238,I,166737,6.5206
15238,J,150183,5.8732
15238,K,321390,12.5686
15238,L,50979,1.9936
15238,M,182483,7.1364
15238,N,164267,6.424
15238,O,25647,1.003
15238,P,3731,0.1459
15238,Q,14016,0.5481
15238,R,283698,11.0946
15238,S,70315,2.7498
15238,T,16763,0.6556
15238,U,17769,0.6949
15238,V,338,0.0132
15238,W,2820,0.1103
15238,X,734,0.0287
15238,Y,2141,0.0837
15238,Z,532625,20.8294
15244,A,560,1.022
15244,B,935,1.7063
15244,C,236,0.4307
15244,D,281,0.5128
15244,E,3732,6.8106
15244,F,1135,2.0713
15244,G,1451,2.648
15244,H,1398,2.5512
15244,I,10777,19.6671
15244,J,3185,5.8124
15244,K,5713,10.4258
15244,L,646,1.1789
15244,M,2655,4.8452
15244,N,2890,5.274
15244,O,1031,1.8815
15244,P,79,0.1442
15244,Q,131,0.2391
15244,R,3439,6.2759
15244,S,1446,2.6388
15244,T,341,0.6223
15244,U,141,0.2573
15244,V,5,0.0091
15244,W,76,0.1387
15244,X,19,0.0347
15244,Y,500,0.9125
15244,Z,11995,21.8899
15248,A,489,1.4638
15248,B,362,1.0836
15248,C,803,2.4037
15248,D,289,0.8651
15248,E,3407,10.1985
15248,F,960,2.8736
15248,G,768,2.2989
15248,H,1024,3.0652
15248,I,4039,12.0903
15248,J,2357,7.0554
15248,K,3436,10.2853
15248,L,583,1.7451
15248,M,1567,4.6906
15248,N,2164,6.4777
15248,O,781,2.3378
15248,P,41,0.1227
15248,Q,103,0.3083
15248,R,1815,5.433
15248,S,1281,3.8345
15248,T,249,0.7454
15248,U,14,0.0419
15248,W,54,0.1616
15248,X,12,0.0359
15248,Y,477,1.4278
15248,Z,6332,18.9541
15272,A,610,0.6102
15272,B,1084,1.0843
15272,C,1056,1.0563
15272,D,629,0.6292
15272,E,4521,4.5221
15272,F,1300,1.3003
15272,G,833,0.8332
15272,H,4635,4.6362
15272,I,34501,34.5096
15272,J,4055,4.056
15272,K,9352,9.3543
15272,L,1662,1.6624
15272,M,5745,5.7464
15272,N,3779,3.7799
15272,O,546,0.5461
15272,P,76,0.076
15272,Q,423,0.4231
15272,R,8759,8.7612
15272,S,2282,2.2826
15272,T,422,0.4221
15272,U,301,0.3011
15272,V,17,0.017
15272,W,90,0.09
15272,X,7,0.007
15272,Y,80,0.08
15272,Z,13210,13.2133
15276,A,185,0.3691
15276,B,393,0.7842
15276,C,437,0.872
15276,D,215,0.429
15276,E,3460,6.9038
15276,F,1323,2.6398
15276,G,703,1.4027
15276,H,1684,3.3601
15276,I,17333,34.5851
15276,J,1972,3.9348
15276,K,3859,7.7
15276,L,638,1.273
15276,M,1967,3.9248
15276,N,2108,4.2062
15276,O,423,0.844
15276,P,34,0.0678
15276,Q,193,0.3851
15276,R,2162,4.3139
15276,S,1121,2.2368
15276,T,184,0.3671
15276,U,282,0.5627
15276,V,3,0.006
15276,W,36,0.0718
15276,X,1,0.002
15276,Y,482,0.9617
15276,Z,8919,17.7964
15293,A,307,0.8157
15293,B,177,0.4703
15293,C,756,2.0086
15293,D,292,0.7758
15293,E,1148,3.0501
15293,F,1494,3.9694
15293,G,1035,2.7499
15293,H,1109,2.9465
15293,I,4860,12.9125
15293,J,1788,4.7505
15293,K,7666,20.3677
15293,L,361,0.9591
15293,M,1635,4.344
15293,N,1910,5.0747
15293,O,653,1.7349
15293,P,75,0.1993
15293,Q,144,0.3826
15293,R,3995,10.6143
15293,S,1429,3.7967
15293,T,346,0.9193
15293,U,151,0.4012
15293,V,21,0.0558
15293,W,126,0.3348
15293,X,17,0.0452
15293,Y,72,0.1913
15293,Z,6071,16.13
15296,A,365,0.7244
15296,B,319,0.6331
15296,C,596,1.1829
15296,D,251,0.4982
15296,E,1859,3.6897
15296,F,789,1.566
15296,G,1149,2.2805
15296,H,2220,4.4062
15296,I,6031,11.9701
15296,J,3058,6.0694
15296,K,3763,7.4686
15296,L,730,1.4489
15296,M,1902,3.775
15296,N,2204,4.3744
15296,O,378,0.7502
15296,P,100,0.1985
15296,Q,227,0.4505
15296,R,5180,10.281
15296,S,1563,3.1022
15296,T,424,0.8415
15296,U,221,0.4386
15296,V,19,0.0377
15296,W,94,0.1866
15296,X,45,0.0893
15296,Y,127,0.2521
15296,Z,16770,33.2844
15299,A,1460,0.6813
15299,B,2621,1.2231
15299,C,1385,0.6463
15299,D,2006,0.9361
15299,E,13871,6.473
15299,F,3910,1.8246
15299,G,3009,1.4042
15299,H,6433,3.002
15299,I,6528,3.0464
15299,J,10260,4.7879
15299,K,35789,16.7013
15299,L,2771,1.2931
15299,M,9830,4.5873
15299,N,10342,4.8262
15299,O,2766,1.2908
15299,P,274,0.1279
15299,Q,1133,0.5287
15299,R,17780,8.2972
15299,S,4139,1.9315
15299,T,1176,0.5488
15299,U,5638,2.631
15299,V,56,0.0261
15299,W,400,0.1867
15299,X,141,0.0658
15299,Y,577,0.2693
15299,Z,69994,32.6634
15317,A,71,0.746
15317,B,66,0.6934
15317,C,180,1.8912
15317,D,104,1.0927
15317,E,276,2.8998
15317,F,328,3.4461
15317,G,202,2.1223
15317,H,248,2.6056
15317,I,2251,23.6499
15317,J,277,2.9103
15317,K,1370,14.3938
15317,L,170,1.7861
15317,M,367,3.8559
15317,N,837,8.7939
15317,O,202,2.1223
15317,P,13,0.1366
15317,Q,70,0.7354
15317,R,770,8.0899
15317,S,261,2.7422
15317,T,77,0.809
15317,U,45,0.4728
15317,W,7,0.0735
15317,X,25,0.2627
15317,Y,96,1.0086
15317,Z,1205,12.6602
15322,A,1301,0.8646
15322,B,1516,1.0075
15322,C,1363,0.9058
15322,D,1168,0.7762
15322,E,8950,5.948
15322,F,2045,1.3591
15322,G,2220,1.4754
15322,H,3807,2.53
15322,I,23358,15.5232
15322,J,5578,3.707
15322,K,17233,11.4526
15322,L,2164,1.4381
15322,M,5970,3.9675
15322,N,5533,3.6771
15322,O,1352,0.8985
15322,P,349,0.2319
15322,Q,884,0.5875
15322,R,13375,8.8887
15322,S,3607,2.3971
15322,T,1031,0.6852
15322,U,6402,4.2546
15322,V,14,0.0093
15322,W,385,0.2559
15322,X,22,0.0146
15322,Y,423,0.2811
15322,Z,40422,26.8635
15325,A,219,0.7158
15325,B,251,0.8204
15325,C,549,1.7944
15325,D,231,0.755
15325,E,1649,5.3898
15325,F,780,2.5494
15325,G,668,2.1834
15325,H,566,1.85
15325,I,6023,19.6862
15325,J,1371,4.4811
15325,K,2228,7.2822
15325,L,516,1.6866
15325,M,1169,3.8209
15325,N,1096,3.5823
15325,O,279,0.9119
15325,P,23,0.0752
15325,Q,137,0.4478
15325,R,2262,7.3934
15325,S,766,2.5037
15325,T,228,0.7452
15325,U,19,0.0621
15325,V,2,0.0065
15325,W,38,0.1242
15325,X,3,0.0098
15325,Y,4739,15.4895
15325,Z,4783,15.6333
15332,A,465,1.0889
15332,B,1026,2.4025
15332,C,113,0.2646
15332,D,263,0.6159
15332,E,3636,8.5142
15332,F,863,2.0208
15332,G,646,1.5127
15332,H,785,1.8382
15332,I,4425,10.3618
15332,J,3339,7.8188
15332,K,3507,8.2122
15332,L,786,1.8405
15332,M,2996,7.0156
15332,N,1647,3.8567
15332,O,605,1.4167
15332,P,14,0.0328
15332,Q,139,0.3255
15332,R,4016,9.4041
15332,S,1110,2.5992
15332,T,235,0.5503
15332,U,202,0.473
15332,W,53,0.1241
15332,X,45,0.1054
15332,Y,290,0.6791
15332,Z,11499,26.9266
15362,A,306,1.4834
15362,B,137,0.6641
15362,C,142,0.6884
15362,D,146,0.7078
15362,E,1671,8.1006
15362,F,385,1.8664
15362,G,319,1.5464
15362,H,1333,6.4621
15362,I,2624,12.7206
15362,J,1748,8.4739
15362,K,1769,8.5757
15362,L,389,1.8858
15362,M,1272,6.1664
15362,N,1219,5.9094
15362,O,139,0.6738
15362,P,45,0.2182
15362,Q,140,0.6787
15362,R,2918,14.1458
15362,S,714,3.4613
15362,T,220,1.0665
15362,U,202,0.9793
15362,V,9,0.0436
15362,W,28,0.1357
15362,X,17,0.0824
15362,Y,14,0.0679
15362,Z,2722,13.1957
15367,A,1260,1.2757
15367,B,539,0.5457
15367,C,1035,1.0479
15367,D,1043,1.056
15367,E,2168,2.195
15367,F,2128,2.1545
15367,G,1614,1.6341
15367,H,2821,2.8561
15367,I,19800,20.0466
15367,J,5182,5.2465
15367,K,6556,6.6376
15367,L,1346,1.3628
15367,M,2947,2.9837
15367,N,2978,3.0151
15367,O,1160,1.1744
15367,P,361,0.3655
15367,Q,466,0.4718
15367,R,7492,7.5853
15367,S,2498,2.5291
15367,T,739,0.7482
15367,U,1081,1.0945
15367,V,39,0.0395
15367,W,187,0.1893
15367,X,100,0.1012
15367,Y,949,0.9608
15367,Z,32281,32.683
15368,A,139,0.3698
15368,B,139,0.3698
15368,C,719,1.913
15368,D,256,0.6811
15368,E,1268,3.3738
15368,F,616,1.639
15368,G,939,2.4984
15368,H,893,2.376
15368,I,11216,29.8425
15368,J,1745,4.6429
15368,K,2021,5.3773
15368,L,366,0.9738
15368,M,1262,3.3578
15368,N,1347,3.584
15368,O,298,0.7929
15368,P,33,0.0878
15368,Q,110,0.2927
15368,R,1907,5.074
15368,S,790,2.102
15368,T,179,0.4763
15368,U,50,0.133
15368,V,17,0.0452
15368,W,59,0.157
15368,X,17,0.0452
15368,Y,24,0.0639
15368,Z,11174,29.7307
15377,A,273,1.4126
15377,B,335,1.7334
15377,C,516,2.67
15377,D,204,1.0556
15377,E,1214,6.2817
15377,F,199,1.0297
15377,G,359,1.8576
15377,H,899,4.6518
15377,I,456,2.3595
15377,J,1559,8.0669
15377,K,1143,5.9143
15377,L,468,2.4216
15377,M,1482,7.6684
15377,N,1355,7.0113
15377,O,269,1.3919
15377,P,90,0.4657
15377,Q,55,0.2846
15377,R,2137,11.0576
15377,S,854,4.4189
15377,T,194,1.0038
15377,U,107,0.5537
15377,V,11,0.0569
15377,W,36,0.1863
15377,X,22,0.1138
15377,Y,145,0.7503
15377,Z,4944,25.5821
15380,A,179,1.3312
15380,B,63,0.4685
15380,C,358,2.6623
15380,D,184,1.3683
15380,E,650,4.8338
15380,F,348,2.5879
15380,G,255,1.8963
15380,H,355,2.64
15380,I,1580,11.7498
15380,J,453,3.3688
15380,K,1595,11.8614
15380,L,215,1.5989
15380,M,556,4.1348
15380,N,608,4.5215
15380,O,186,1.3832
15380,P,9,0.0669
15380,Q,248,1.8443
15380,R,957,7.1168
15380,S,366,2.7218
15380,T,115,0.8552
15380,U,4,0.0297
15380,V,3,0.0223
15380,W,19,0.1413
15380,X,4,0.0297
15380,Y,64,0.4759
15380,Z,4073,30.2893
15401,A,96,0.6188
15401,B,146,0.941
15401,C,117,0.7541
15401,D,74,0.477
15401,E,533,3.4354
15401,F,126,0.8121
15401,G,491,3.1647
15401,H,286,1.8434
15401,I,4393,28.3145
15401,J,310,1.9981
15401,K,977,6.2971
15401,L,137,0.883
15401,M,447,2.8811
15401,N,603,3.8866
15401,O,203,1.3084
15401,P,108,0.6961
15401,Q,35,0.2256
15401,R,1798,11.5888
15401,S,212,1.3664
15401,T,101,0.651
15401,U,231,1.4889
15401,V,2,0.0129
15401,W,14,0.0902
15401,Y,6,0.0387
15401,Z,4069,26.2262
15403,A,270,0.8441
15403,B,716,2.2384
15403,C,218,0.6815
15403,D,223,0.6972
15403,E,2229,6.9685
15403,F,1274,3.9829
15403,G,795,2.4854
15403,H,706,2.2071
15403,I,8977,28.0645
15403,J,1179,3.6859
15403,K,3233,10.1072
15403,L,357,1.1161
15403,M,1440,4.5018
15403,N,1396,4.3643
15403,O,493,1.5413
15403,P,57,0.1782
15403,Q,119,0.372
15403,R,2732,8.541
15403,S,920,2.8762
15403,T,156,0.4877
15403,U,104,0.3251
15403,V,26,0.0813
15403,W,31,0.0969
15403,X,12,0.0375
15403,Y,23,0.0719
15403,Z,4301,13.4461
15407,A,2832,0.9919
15407,B,3243,1.1359
15407,C,2369,0.8298
15407,D,2574,0.9016
15407,E,11922,4.1758
15407,F,4672,1.6364
15407,G,5955,2.0858
15407,H,10288,3.6035
15407,I,32526,11.3925
15407,J,12937,4.5313
15407,K,22278,7.8031
15407,L,4886,1.7114
15407,M,13439,4.7071
15407,N,11999,4.2028
15407,O,3440,1.2049
15407,P,534,0.187
15407,Q,1896,0.6641
15407,R,34241,11.9932
15407,S,10766,3.7709
15407,T,1822,0.6382
15407,U,2915,1.021
15407,V,117,0.041
15407,W,731,0.256
15407,X,192,0.0672
15407,Y,401,0.1405
15407,Z,86528,30.3072
15425,A,346,1.0523
15425,B,429,1.3047
15425,C,225,0.6843
15425,D,314,0.955
15425,E,1554,4.7263
15425,F,611,1.8583
15425,G,650,1.9769
15425,H,1203,3.6588
15425,I,4574,13.9112
15425,J,1258,3.826
15425,K,3149,9.5773
15425,L,502,1.5268
15425,M,1959,5.958
15425,N,2459,7.4787
15425,O,510,1.5511
15425,P,22,0.0669
15425,Q,89,0.2707
15425,R,2382,7.2445
15425,S,904,2.7494
15425,T,170,0.517
15425,U,98,0.2981
15425,V,12,0.0365
15425,W,60,0.1825
15425,X,17,0.0517
15425,Y,542,1.6484
15425,Z,8841,26.8887
15442,A,561,1.2309
15442,B,419,0.9193
15442,C,622,1.3647
15442,D,442,0.9698
15442,E,1668,3.6597
15442,F,504,1.1058
15442,G,753,1.6521
15442,H,1142,2.5056
15442,I,5203,11.4156
15442,J,1607,3.5258
15442,K,3072,6.7401
15442,L,881,1.933
15442,M,1722,3.7781
15442,N,2567,5.6321
15442,O,638,1.3998
15442,P,106,0.2326
15442,Q,149,0.3269
15442,R,4875,10.6959
15442,S,1054,2.3125
15442,T,425,0.9325
15442,U,637,1.3976
15442,V,13,0.0285
15442,W,68,0.1492
15442,X,52,0.1141
15442,Y,1344,2.9488
15442,Z,15054,33.0291
15455,A,675,0.9211
15455,B,587,0.8011
15455,C,758,1.0344
15455,D,890,1.2146
15455,E,3183,4.3437
15455,F,1473,2.0102
15455,G,1226,1.6731
15455,H,2299,3.1374
15455,I,10346,14.1188
15455,J,2571,3.5086
15455,K,3629,4.9524
15455,L,1115,1.5216
15455,M,4043,5.5173
15455,N,3571,4.8732
15455,O,936,1.2773
15455,P,132,0.1801
15455,Q,395,0.539
15455,R,9462,12.9125
15455,S,3259,4.4474
15455,T,846,1.1545
15455,U,632,0.8625
15455,V,34,0.0464
15455,W,247,0.3371
15455,X,39,0.0532
15455,Y,103,0.1406
15455,Z,20827,28.4219
15464,A,249,0.6652
15464,B,246,0.6572
15464,C,433,1.1568
15464,D,280,0.7481
15464,E,1533,4.0956
15464,F,640,1.7099
15464,G,458,1.2236
15464,H,2123,5.6719
15464,I,4296,11.4774
15464,J,2035,5.4368
15464,K,3520,9.4042
15464,L,478,1.2771
15464,M,2546,6.802
15464,N,2287,6.1101
15464,O,504,1.3465
15464,P,212,0.5664
15464,Q,352,0.9404
15464,R,4363,11.6564
15464,S,1319,3.5239
15464,T,197,0.5263
15464,U,404,1.0793
15464,V,6,0.016
15464,W,23,0.0614
15464,X,3,0.008
15464,Y,38,0.1015
15464,Z,8885,23.7376
15466,A,553,0.8278
15466,B,389,0.5823
15466,C,1179,1.7649
15466,D,459,0.6871
15466,E,3561,5.3307
15466,F,1014,1.5179
15466,G,1016,1.5209
15466,H,1996,2.9879
15466,I,10444,15.6343
15466,J,3567,5.3397
15466,K,11612,17.3827
15466,L,1052,1.5748
15466,M,3089,4.6241
15466,N,2546,3.8113
15466,O,702,1.0509
15466,P,85,0.1272
15466,Q,367,0.5494
15466,R,7578,11.344
15466,S,2430,3.6376
15466,T,455,0.6811
15466,U,1187,1.7769
15466,V,12,0.018
15466,W,84,0.1257
15466,X,62,0.0928
15466,Y,86,0.1287
15466,Z,11277,16.8812
15469,A,10836,1.6339
15469,B,12057,1.818
15469,C,7542,1.1372
15469,D,6161,0.929
15469,E,38580,5.8171
15469,F,13397,2.02
15469,G,16604,2.5036
15469,H,20888,3.1495
15469,I,104409,15.7429
15469,J,32256,4.8636
15469,K,64676,9.7519
15469,L,10824,1.632
15469,M,38438,5.7957
15469,N,35788,5.3961
15469,O,6366,0.9599
15469,P,868,0.1309
15469,Q,3093,0.4664
15469,R,77002,11.6104
15469,S,18664,2.8142
15469,T,4626,0.6975
15469,U,5828,0.8787
15469,V,100,0.0151
15469,W,1180,0.1779
15469,X,216,0.0326
15469,Y,478,0.0721
15469,Z,132338,19.954
15476,A,289,0.4676
15476,B,206,0.3333
15476,C,622,1.0064
15476,D,321,0.5194
15476,E,1415,2.2894
15476,F,1238,2.003
15476,G,529,0.8559
15476,H,1795,2.9042
15476,I,7980,12.9112
15476,J,1943,3.1437
15476,K,3333,5.3926
15476,L,503,0.8138
15476,M,1357,2.1955
15476,N,1276,2.0645
15476,O,529,0.8559
15476,P,120,0.1942
15476,Q,283,0.4579
15476,R,3049,4.9331
15476,S,1047,1.694
15476,T,177,0.2864
15476,U,1406,2.2748
15476,V,3,0.0049
15476,W,53,0.0858
15476,X,28,0.0453
15476,Y,2741,4.4348
15476,Z,29564,47.8328
15480,A,1300,1.3684
15480,B,1447,1.5232
15480,C,854,0.899
15480,D,886,0.9327
15480,E,5421,5.7064
15480,F,926,0.9748
15480,G,1777,1.8706
15480,H,3265,3.4369
15480,I,11153,11.7402
15480,J,4679,4.9254
15480,K,7864,8.2781
15480,L,1897,1.9969
15480,M,5094,5.3622
15480,N,4635,4.8791
15480,O,1203,1.2663
15480,P,175,0.1842
15480,Q,196,0.2063
15480,R,13386,14.0908
15480,S,3550,3.7369
15480,T,688,0.7242
15480,U,1396,1.4695
15480,V,6,0.0063
15480,W,158,0.1663
15480,X,56,0.0589
15480,Y,743,0.7821
15480,Z,22243,23.4142
15491,A,463,0.7638
15491,B,717,1.1829
15491,C,857,1.4138
15491,D,600,0.9898
15491,E,3162,5.2164
15491,F,1174,1.9368
15491,G,1865,3.0767
15491,H,4155,6.8546
15491,I,7052,11.6339
15491,J,2738,4.517
15491,K,7726,12.7458
15491,L,1072,1.7685
15491,M,4686,7.7306
15491,N,4623,7.6267
15491,O,339,0.5593
15491,P,78,0.1287
15491,Q,245,0.4042
15491,R,7684,12.6765
15491,S,2149,3.5453
15491,T,394,0.65
15491,U,151,0.2491
15491,V,11,0.0181
15491,W,60,0.099
15491,X,16,0.0264
15491,Y,242,0.3992
15491,Z,8357,13.7868
15494,A,129,0.331
15494,B,214,0.5492
15494,C,349,0.8956
15494,D,346,0.8879
15494,E,1657,4.2523
15494,F,837,2.148
15494,G,791,2.0299
15494,H,1192,3.059
15494,I,10084,25.8783
15494,J,1754,4.5012
15494,K,2457,6.3053
15494,L,574,1.473
15494,M,1285,3.2977
15494,N,2805,7.1984
15494,O,478,1.2267
15494,P,32,0.0821
15494,Q,206,0.5287
15494,R,2995,7.686
15494,S,854,2.1916
15494,T,205,0.5261
15494,U,89,0.2284
15494,V,3,0.0077
15494,W,54,0.1386
15494,X,52,0.1334
15494,Y,1239,3.1796
15494,Z,8286,21.2641
15500,A,318,1.0714
15500,B,225,0.758
15500,C,455,1.5329
15500,D,324,1.0916
15500,E,1522,5.1277
15500,F,492,1.6576
15500,G,570,1.9204
15500,H,1588,5.35
15500,I,5050,17.0137
15500,J,1588,5.35
15500,K,2829,9.531
15500,L,505,1.7014
15500,M,1391,4.6863
15500,N,1726,5.815
15500,O,473,1.5936
15500,P,101,0.3403
15500,Q,247,0.8322
15500,R,3220,10.8483
15500,S,1019,3.4331
15500,T,183,0.6165
15500,U,937,3.1568
15500,V,11,0.0371
15500,W,68,0.2291
15500,X,17,0.0573
15500,Y,258,0.8692
15500,Z,4565,15.3797
15507,A,486,1.1833
15507,B,551,1.3415
15507,C,479,1.1662
15507,D,255,0.6209
15507,E,1615,3.9321
15507,F,824,2.0062
15507,G,816,1.9868
15507,H,1474,3.5888
15507,I,6733,16.3932
15507,J,2095,5.1008
15507,K,2262,5.5074
15507,L,752,1.8309
15507,M,1902,4.6309
15507,N,2555,6.2208
15507,O,787,1.9161
15507,P,96,0.2337
15507,Q,128,0.3116
15507,R,4131,10.0579
15507,S,1524,3.7106
15507,T,492,1.1979
15507,U,671,1.6337
15507,V,2,0.0049
15507,W,91,0.2216
15507,X,49,0.1193
15507,Y,356,0.8668
15507,Z,9946,24.216
15511,A,303,1.2423
15511,B,105,0.4305
15511,C,297,1.2177
15511,D,228,0.9348
15511,E,973,3.9892
15511,F,625,2.5624
15511,G,386,1.5826
15511,H,349,1.4309
15511,I,6377,26.1449
15511,J,1141,4.678
15511,K,3984,16.3339
15511,L,307,1.2587
15511,M,1269,5.2027
15511,N,929,3.8088
15511,O,276,1.1316
15511,P,23,0.0943
15511,Q,124,0.5084
15511,R,1214,4.9772
15511,S,698,2.8617
15511,T,117,0.4797
15511,U,152,0.6232
15511,V,6,0.0246
15511,W,25,0.1025
15511,X,5,0.0205
15511,Y,189,0.7749
15511,Z,4289,17.5844
15514,A,355,1.0956
15514,B,654,2.0184
15514,C,543,1.6758
15514,D,405,1.2499
15514,E,1081,3.3362
15514,F,488,1.5061
15514,G,666,2.0554
15514,H,1172,3.6171
15514,I,4211,12.9961
15514,J,1146,3.5368
15514,K,2706,8.3513
15514,L,553,1.7067
15514,M,1262,3.8948
15514,N,1379,4.2559
15514,O,511,1.5771
15514,P,16,0.0494
15514,Q,144,0.4444
15514,R,6978,21.5357
15514,S,1371,4.2312
15514,T,292,0.9012
15514,U,422,1.3024
15514,V,10,0.0309
15514,W,108,0.3333
15514,X,38,0.1173
15514,Y,443,1.3672
15514,Z,5448,16.8138
15516,A,12102,1.4289
15516,B,9612,1.1349
15516,C,8928,1.0541
15516,D,7498,0.8853
15516,E,43006,5.0776
15516,F,19090,2.2539
15516,G,18004,2.1257
15516,H,37586,4.4377
15516,I,96417,11.3837
15516,J,45090,5.3237
15516,K,68225,8.0552
15516,L,15490,1.8289
15516,M,46006,5.4318
15516,N,36631,4.3249
15516,O,8080,0.954
15516,P,1548,0.1828
15516,Q,4547,0.5369
15516,R,122619,14.4774
15516,S,24247,2.8628
15516,T,5510,0.6506
15516,U,21101,2.4913
15516,V,151,0.0178
15516,W,1451,0.1713
15516,X,200,0.0236
15516,Y,984,0.1162
15516,Z,192848,22.7691
15518,A,147,0.7757
15518,B,242,1.277
15518,C,266,1.4036
15518,D,184,0.9709
15518,E,1082,5.7095
15518,F,285,1.5039
15518,G,347,1.831
15518,H,700,3.6937
15518,I,2172,11.4611
15518,J,688,3.6304
15518,K,1256,6.6276
15518,L,452,2.3851
15518,M,811,4.2795
15518,N,742,3.9154
15518,O,254,1.3403
15518,P,68,0.3588
15518,Q,57,0.3008
15518,R,2392,12.622
15518,S,838,4.4219
15518,T,156,0.8232
15518,U,522,2.7545
15518,V,10,0.0528
15518,W,42,0.2216
15518,X,16,0.0844
15518,Y,50,0.2638
15518,Z,5172,27.2914
15522,A,61,0.4566
15522,B,131,0.9806
15522,C,154,1.1528
15522,D,88,0.6587
15522,E,1214,9.0875
15522,F,312,2.3355
15522,G,279,2.0885
15522,H,379,2.837
15522,I,2899,21.7007
15522,J,567,4.2443
15522,K,1839,13.766
15522,L,171,1.28
15522,M,507,3.7952
15522,N,855,6.4002
15522,O,118,0.8833
15522,P,9,0.0674
15522,Q,41,0.3069
15522,R,804,6.0184
15522,S,416,3.114
15522,T,96,0.7186
15522,U,38,0.2845
15522,W,19,0.1422
15522,X,9,0.0674
15522,Y,242,1.8115
15522,Z,2111,15.8021
15531,A,503,0.8909
15531,B,403,0.7138
15531,C,525,0.9299
15531,D,445,0.7882
15531,E,2612,4.6264
15531,F,1259,2.2299
15531,G,1616,2.8623
15531,H,1825,3.2324
15531,I,12980,22.9901
15531,J,1834,3.2484
15531,K,4914,8.7037
15531,L,871,1.5427
15531,M,2583,4.575
15531,N,2299,4.072
15531,O,670,1.1867
15531,P,115,0.2037
15531,Q,128,0.2267
15531,R,4703,8.3299
15531,S,1359,2.4071
15531,T,391,0.6925
15531,U,278,0.4924
15531,W,60,0.1063
15531,X,24,0.0425
15531,Y,92,0.163
15531,Z,13970,24.7436
15533,A,15,0.6667
15533,B,35,1.5556
15533,C,25,1.1111
15533,D,24,1.0667
15533,E,166,7.3778
15533,F,27,1.2
15533,G,41,1.8222
15533,H,75,3.3333
15533,I,223,9.9111
15533,J,114,5.0667
15533,K,436,19.3778
15533,L,71,3.1556
15533,M,74,3.2889
15533,N,65,2.8889
15533,O,42,1.8667
